url,label,detected_language,label_y,is_unsafe,payload_length,num_special_chars,url_depth,probability,lang_match,precision_m1,recall_m1,fpr_m1,fnr_m1,confidence_m2
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,59,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,60,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,60,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,62,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,62,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,61,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,61,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,61,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,61,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,62,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,0,253,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,63,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,63,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,63,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,64,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,65,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,65,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,65,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,65,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,65,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,65,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,65,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,66,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,66,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,66,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,67,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,72,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,68,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,68,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,70,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,71,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,71,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,70,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,0,262,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/caracteristicas.jsp,0,0,0,0,71,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,0,243,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,0,266,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,0,262,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,0,267,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,0,270,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/anadir.jsp,0,0,0,0,270,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,0,267,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,0,268,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,0,280,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,0,283,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,0,289,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,0,233,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,0,301,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,0,231,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,0,238,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,0,238,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,0,240,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,0,237,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,0,241,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,0,244,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,0,248,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,0,245,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/miembros/fotos.jsp,0,0,0,0,244,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,0,248,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,0,247,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
http://localhost:8080/tienda1/publico/vaciar.jsp,0,0,0,0,245,0,5,0.5,0,0.9997,0.9982,0.000104887770086,0.0018421052631578,0.5
